Date,Product,Plant,Qty,Reorder,InTransit
2024-12-30,SenseLine Vibration Sensor,Riverside Plant,580,75,95
2024-12-30,SenseLine Vibration Sensor,Rheinland Plant,567,150,184
2024-12-30,Pump Seal Kit,Riverside Plant,391,75,140
2024-12-30,Pump Seal Kit,Rheinland Plant,432,150,90
2024-12-30,Turbine Bearing Set,Riverside Plant,110,75,91
2024-12-30,Turbine Bearing Set,Rheinland Plant,292,150,113
2024-12-30,Pump Impeller,Riverside Plant,546,75,77
2024-12-30,Pump Impeller,Rheinland Plant,263,100,55
2024-12-30,Turbine Blade Set,Riverside Plant,230,50,191
2024-12-30,Turbine Blade Set,Rheinland Plant,455,50,60
2025-01-06,AquaFlow 100 Centrifugal Pump,Riverside Plant,234,50,22
2025-01-06,AquaFlow 100 Centrifugal Pump,Rheinland Plant,386,150,48
2025-01-06,AquaFlow 200 Centrifugal Pump,Riverside Plant,305,50,93
2025-01-06,AquaFlow 200 Centrifugal Pump,Rheinland Plant,428,50,149
2025-01-06,AquaFlow 350 Submersible Pump,Riverside Plant,234,50,156
2025-01-06,AquaFlow 350 Submersible Pump,Rheinland Plant,6,150,61
2025-01-06,AquaFlow 500 Booster Pump,Riverside Plant,142,150,152
2025-01-06,AquaFlow 500 Booster Pump,Rheinland Plant,179,150,1
2025-01-06,HelioGen 1000 Gas Turbine,Riverside Plant,453,100,84
2025-01-06,HelioGen 1000 Gas Turbine,Rheinland Plant,183,150,171
2025-01-06,HelioGen 2000 Gas Turbine,Riverside Plant,234,50,120
2025-01-06,HelioGen 2000 Gas Turbine,Rheinland Plant,500,75,196
2025-01-06,HelioGen 3000 Steam Turbine,Riverside Plant,219,100,57
2025-01-06,HelioGen 3000 Steam Turbine,Rheinland Plant,569,50,124
2025-01-06,FlowGuard 10 Control Valve,Riverside Plant,19,75,115
2025-01-06,FlowGuard 10 Control Valve,Rheinland Plant,293,75,38
2025-01-06,FlowGuard 25 Control Valve,Riverside Plant,20,150,73
2025-01-06,FlowGuard 25 Control Valve,Rheinland Plant,321,150,133
2025-01-06,FlowGuard 50 Safety Valve,Riverside Plant,421,100,9
2025-01-06,FlowGuard 50 Safety Valve,Rheinland Plant,191,75,61
2025-01-06,TorqueMax 15 Induction Motor,Riverside Plant,274,50,109
2025-01-06,TorqueMax 15 Induction Motor,Rheinland Plant,115,100,94
2025-01-06,TorqueMax 30 Induction Motor,Riverside Plant,560,100,148
2025-01-06,TorqueMax 30 Induction Motor,Rheinland Plant,439,75,142
2025-01-06,TorqueMax 60 Servo Motor,Riverside Plant,237,100,36
2025-01-06,TorqueMax 60 Servo Motor,Rheinland Plant,193,75,55
2025-01-06,SenseLine Temperature Sensor,Riverside Plant,99,100,181
2025-01-06,SenseLine Temperature Sensor,Rheinland Plant,133,75,23
2025-01-06,SenseLine Pressure Sensor,Riverside Plant,145,75,157
2025-01-06,SenseLine Pressure Sensor,Rheinland Plant,209,100,174
2025-01-06,SenseLine Vibration Sensor,Riverside Plant,504,50,187
2025-01-06,SenseLine Vibration Sensor,Rheinland Plant,426,75,35
2025-01-06,Pump Seal Kit,Riverside Plant,217,150,145
2025-01-06,Pump Seal Kit,Rheinland Plant,568,150,143
2025-01-06,Turbine Bearing Set,Riverside Plant,425,150,75
2025-01-06,Turbine Bearing Set,Rheinland Plant,361,150,67
2025-01-06,Pump Impeller,Riverside Plant,556,150,37
2025-01-06,Pump Impeller,Rheinland Plant,36,50,5
2025-01-06,Turbine Blade Set,Riverside Plant,26,75,99
2025-01-06,Turbine Blade Set,Rheinland Plant,173,75,140
2025-01-13,AquaFlow 100 Centrifugal Pump,Riverside Plant,150,50,64
2025-01-13,AquaFlow 100 Centrifugal Pump,Rheinland Plant,89,50,43
2025-01-13,AquaFlow 200 Centrifugal Pump,Riverside Plant,489,100,74
2025-01-13,AquaFlow 200 Centrifugal Pump,Rheinland Plant,101,75,148
2025-01-13,AquaFlow 350 Submersible Pump,Riverside Plant,582,100,6
2025-01-13,AquaFlow 350 Submersible Pump,Rheinland Plant,532,50,44
2025-01-13,AquaFlow 500 Booster Pump,Riverside Plant,425,75,19
2025-01-13,AquaFlow 500 Booster Pump,Rheinland Plant,461,100,151
2025-01-13,HelioGen 1000 Gas Turbine,Riverside Plant,69,150,183
2025-01-13,HelioGen 1000 Gas Turbine,Rheinland Plant,501,50,28
2025-01-13,HelioGen 2000 Gas Turbine,Riverside Plant,210,50,36
2025-01-13,HelioGen 2000 Gas Turbine,Rheinland Plant,186,50,40
2025-01-13,HelioGen 3000 Steam Turbine,Riverside Plant,467,50,46
2025-01-13,HelioGen 3000 Steam Turbine,Rheinland Plant,444,150,163
2025-01-13,FlowGuard 10 Control Valve,Riverside Plant,425,75,10
2025-01-13,FlowGuard 10 Control Valve,Rheinland Plant,299,100,2
2025-01-13,FlowGuard 25 Control Valve,Riverside Plant,451,150,187
2025-01-13,FlowGuard 25 Control Valve,Rheinland Plant,407,100,160
2025-01-13,FlowGuard 50 Safety Valve,Riverside Plant,375,50,124
2025-01-13,FlowGuard 50 Safety Valve,Rheinland Plant,533,50,167
2025-01-13,TorqueMax 15 Induction Motor,Riverside Plant,130,150,95
2025-01-13,TorqueMax 15 Induction Motor,Rheinland Plant,432,50,45
2025-01-13,TorqueMax 30 Induction Motor,Riverside Plant,113,50,157
2025-01-13,TorqueMax 30 Induction Motor,Rheinland Plant,53,150,192
2025-01-13,TorqueMax 60 Servo Motor,Riverside Plant,419,100,134
2025-01-13,TorqueMax 60 Servo Motor,Rheinland Plant,148,50,85
2025-01-13,SenseLine Temperature Sensor,Riverside Plant,309,50,114
2025-01-13,SenseLine Temperature Sensor,Rheinland Plant,563,150,58
2025-01-13,SenseLine Pressure Sensor,Riverside Plant,481,50,102
2025-01-13,SenseLine Pressure Sensor,Rheinland Plant,91,100,175
2025-01-13,SenseLine Vibration Sensor,Riverside Plant,188,75,169
2025-01-13,SenseLine Vibration Sensor,Rheinland Plant,72,75,71
2025-01-13,Pump Seal Kit,Riverside Plant,155,100,140
2025-01-13,Pump Seal Kit,Rheinland Plant,215,75,63
2025-01-13,Turbine Bearing Set,Riverside Plant,361,150,73
2025-01-13,Turbine Bearing Set,Rheinland Plant,92,150,125
2025-01-13,Pump Impeller,Riverside Plant,32,50,89
2025-01-13,Pump Impeller,Rheinland Plant,300,75,52
2025-01-13,Turbine Blade Set,Riverside Plant,252,100,181
2025-01-13,Turbine Blade Set,Rheinland Plant,399,50,56
2025-01-20,AquaFlow 100 Centrifugal Pump,Riverside Plant,593,50,10
2025-01-20,AquaFlow 100 Centrifugal Pump,Rheinland Plant,310,50,117
2025-01-20,AquaFlow 200 Centrifugal Pump,Riverside Plant,362,100,45
2025-01-20,AquaFlow 200 Centrifugal Pump,Rheinland Plant,262,150,87
2025-01-20,AquaFlow 350 Submersible Pump,Riverside Plant,348,150,108
2025-01-20,AquaFlow 350 Submersible Pump,Rheinland Plant,311,150,117
2025-01-20,AquaFlow 500 Booster Pump,Riverside Plant,375,150,38
2025-01-20,AquaFlow 500 Booster Pump,Rheinland Plant,241,50,181
2025-01-20,HelioGen 1000 Gas Turbine,Riverside Plant,12,75,70
2025-01-20,HelioGen 1000 Gas Turbine,Rheinland Plant,412,100,7
2025-01-20,HelioGen 2000 Gas Turbine,Riverside Plant,150,50,38
2025-01-20,HelioGen 2000 Gas Turbine,Rheinland Plant,71,75,134
2025-01-20,HelioGen 3000 Steam Turbine,Riverside Plant,230,100,51
2025-01-20,HelioGen 3000 Steam Turbine,Rheinland Plant,317,50,143
2025-01-20,FlowGuard 10 Control Valve,Riverside Plant,355,50,44
2025-01-20,FlowGuard 10 Control Valve,Rheinland Plant,310,150,107
2025-01-20,FlowGuard 25 Control Valve,Riverside Plant,61,100,123
2025-01-20,FlowGuard 25 Control Valve,Rheinland Plant,479,150,150
2025-01-20,FlowGuard 50 Safety Valve,Riverside Plant,51,50,139
2025-01-20,FlowGuard 50 Safety Valve,Rheinland Plant,483,50,123
2025-01-20,TorqueMax 15 Induction Motor,Riverside Plant,313,75,168
2025-01-20,TorqueMax 15 Induction Motor,Rheinland Plant,163,50,178
2025-01-20,TorqueMax 30 Induction Motor,Riverside Plant,453,150,0
2025-01-20,TorqueMax 30 Induction Motor,Rheinland Plant,555,75,8
2025-01-20,TorqueMax 60 Servo Motor,Riverside Plant,395,75,32
2025-01-20,TorqueMax 60 Servo Motor,Rheinland Plant,489,150,38
2025-01-20,SenseLine Temperature Sensor,Riverside Plant,10,50,79
2025-01-20,SenseLine Temperature Sensor,Rheinland Plant,170,150,69
2025-01-20,SenseLine Pressure Sensor,Riverside Plant,434,100,1
2025-01-20,SenseLine Pressure Sensor,Rheinland Plant,568,100,184
2025-01-20,SenseLine Vibration Sensor,Riverside Plant,114,100,125
2025-01-20,SenseLine Vibration Sensor,Rheinland Plant,83,75,186
2025-01-20,Pump Seal Kit,Riverside Plant,130,75,100
2025-01-20,Pump Seal Kit,Rheinland Plant,197,50,80
2025-01-20,Turbine Bearing Set,Riverside Plant,450,75,97
2025-01-20,Turbine Bearing Set,Rheinland Plant,327,75,105
2025-01-20,Pump Impeller,Riverside Plant,411,50,195
2025-01-20,Pump Impeller,Rheinland Plant,217,150,6
2025-01-20,Turbine Blade Set,Riverside Plant,425,100,106
2025-01-20,Turbine Blade Set,Rheinland Plant,329,75,193
2025-01-27,AquaFlow 100 Centrifugal Pump,Riverside Plant,31,75,69
2025-01-27,AquaFlow 100 Centrifugal Pump,Rheinland Plant,322,50,166
2025-01-27,AquaFlow 200 Centrifugal Pump,Riverside Plant,70,50,175
2025-01-27,AquaFlow 200 Centrifugal Pump,Rheinland Plant,86,50,196
2025-01-27,AquaFlow 350 Submersible Pump,Riverside Plant,384,75,196
2025-01-27,AquaFlow 350 Submersible Pump,Rheinland Plant,1,50,34
2025-01-27,AquaFlow 500 Booster Pump,Riverside Plant,370,150,157
2025-01-27,AquaFlow 500 Booster Pump,Rheinland Plant,246,100,94
2025-01-27,HelioGen 1000 Gas Turbine,Riverside Plant,79,50,124
2025-01-27,HelioGen 1000 Gas Turbine,Rheinland Plant,491,50,101
2025-01-27,HelioGen 2000 Gas Turbine,Riverside Plant,518,50,176
2025-01-27,HelioGen 2000 Gas Turbine,Rheinland Plant,537,75,56
2025-01-27,HelioGen 3000 Steam Turbine,Riverside Plant,428,100,22
2025-01-27,HelioGen 3000 Steam Turbine,Rheinland Plant,515,75,15
2025-01-27,FlowGuard 10 Control Valve,Riverside Plant,578,100,144
2025-01-27,FlowGuard 10 Control Valve,Rheinland Plant,234,150,94
2025-01-27,FlowGuard 25 Control Valve,Riverside Plant,272,75,101
2025-01-27,FlowGuard 25 Control Valve,Rheinland Plant,212,75,42
2025-01-27,FlowGuard 50 Safety Valve,Riverside Plant,176,75,11
2025-01-27,FlowGuard 50 Safety Valve,Rheinland Plant,318,50,194
2025-01-27,TorqueMax 15 Induction Motor,Riverside Plant,312,50,115
2025-01-27,TorqueMax 15 Induction Motor,Rheinland Plant,355,50,168
2025-01-27,TorqueMax 30 Induction Motor,Riverside Plant,545,150,68
2025-01-27,TorqueMax 30 Induction Motor,Rheinland Plant,393,150,147
2025-01-27,TorqueMax 60 Servo Motor,Riverside Plant,340,100,188
2025-01-27,TorqueMax 60 Servo Motor,Rheinland Plant,597,50,30
2025-01-27,SenseLine Temperature Sensor,Riverside Plant,320,150,165
2025-01-27,SenseLine Temperature Sensor,Rheinland Plant,550,150,160
2025-01-27,SenseLine Pressure Sensor,Riverside Plant,439,100,183
2025-01-27,SenseLine Pressure Sensor,Rheinland Plant,360,50,144
2025-01-27,SenseLine Vibration Sensor,Riverside Plant,177,50,63
2025-01-27,SenseLine Vibration Sensor,Rheinland Plant,456,150,33
2025-01-27,Pump Seal Kit,Riverside Plant,290,75,41
2025-01-27,Pump Seal Kit,Rheinland Plant,285,50,120
2025-01-27,Turbine Bearing Set,Riverside Plant,287,100,104
2025-01-27,Turbine Bearing Set,Rheinland Plant,260,150,56
2025-01-27,Pump Impeller,Riverside Plant,487,100,107
2025-01-27,Pump Impeller,Rheinland Plant,379,50,75
2025-01-27,Turbine Blade Set,Riverside Plant,434,50,33
2025-01-27,Turbine Blade Set,Rheinland Plant,519,100,185
2025-02-03,AquaFlow 100 Centrifugal Pump,Riverside Plant,2,50,165
2025-02-03,AquaFlow 100 Centrifugal Pump,Rheinland Plant,407,150,45
2025-02-03,AquaFlow 200 Centrifugal Pump,Riverside Plant,114,50,16
2025-02-03,AquaFlow 200 Centrifugal Pump,Rheinland Plant,11,75,143
2025-02-03,AquaFlow 350 Submersible Pump,Riverside Plant,77,150,14
2025-02-03,AquaFlow 350 Submersible Pump,Rheinland Plant,49,150,147
2025-02-03,AquaFlow 500 Booster Pump,Riverside Plant,359,50,47
2025-02-03,AquaFlow 500 Booster Pump,Rheinland Plant,216,150,4
2025-02-03,HelioGen 1000 Gas Turbine,Riverside Plant,293,50,160
2025-02-03,HelioGen 1000 Gas Turbine,Rheinland Plant,276,75,198
2025-02-03,HelioGen 2000 Gas Turbine,Riverside Plant,302,50,194
2025-02-03,HelioGen 2000 Gas Turbine,Rheinland Plant,587,50,140
2025-02-03,HelioGen 3000 Steam Turbine,Riverside Plant,565,75,98
2025-02-03,HelioGen 3000 Steam Turbine,Rheinland Plant,321,150,174
2025-02-03,FlowGuard 10 Control Valve,Riverside Plant,322,100,144
2025-02-03,FlowGuard 10 Control Valve,Rheinland Plant,340,50,40
2025-02-03,FlowGuard 25 Control Valve,Riverside Plant,197,50,39
2025-02-03,FlowGuard 25 Control Valve,Rheinland Plant,394,150,65
2025-02-03,FlowGuard 50 Safety Valve,Riverside Plant,585,75,11
2025-02-03,FlowGuard 50 Safety Valve,Rheinland Plant,421,75,68
2025-02-03,TorqueMax 15 Induction Motor,Riverside Plant,410,50,34
2025-02-03,TorqueMax 15 Induction Motor,Rheinland Plant,102,50,93
2025-02-03,TorqueMax 30 Induction Motor,Riverside Plant,116,50,91
2025-02-03,TorqueMax 30 Induction Motor,Rheinland Plant,557,75,26
2025-02-03,TorqueMax 60 Servo Motor,Riverside Plant,157,100,85
2025-02-03,TorqueMax 60 Servo Motor,Rheinland Plant,72,150,36
2025-02-03,SenseLine Temperature Sensor,Riverside Plant,276,50,169
2025-02-03,SenseLine Temperature Sensor,Rheinland Plant,539,75,132
2025-02-03,SenseLine Pressure Sensor,Riverside Plant,387,100,18
2025-02-03,SenseLine Pressure Sensor,Rheinland Plant,343,50,29
2025-02-03,SenseLine Vibration Sensor,Riverside Plant,355,100,15
2025-02-03,SenseLine Vibration Sensor,Rheinland Plant,66,100,31
2025-02-03,Pump Seal Kit,Riverside Plant,578,75,31
2025-02-03,Pump Seal Kit,Rheinland Plant,570,150,40
2025-02-03,Turbine Bearing Set,Riverside Plant,531,100,81
2025-02-03,Turbine Bearing Set,Rheinland Plant,321,100,32
2025-02-03,Pump Impeller,Riverside Plant,210,100,130
2025-02-03,Pump Impeller,Rheinland Plant,176,100,199
2025-02-03,Turbine Blade Set,Riverside Plant,139,75,83
2025-02-03,Turbine Blade Set,Rheinland Plant,237,150,131
2025-02-10,AquaFlow 100 Centrifugal Pump,Riverside Plant,139,50,164
2025-02-10,AquaFlow 100 Centrifugal Pump,Rheinland Plant,431,75,88
2025-02-10,AquaFlow 200 Centrifugal Pump,Riverside Plant,258,75,27
2025-02-10,AquaFlow 200 Centrifugal Pump,Rheinland Plant,451,100,22
2025-02-10,AquaFlow 350 Submersible Pump,Riverside Plant,383,100,74
2025-02-10,AquaFlow 350 Submersible Pump,Rheinland Plant,409,75,164
2025-02-10,AquaFlow 500 Booster Pump,Riverside Plant,390,50,198
2025-02-10,AquaFlow 500 Booster Pump,Rheinland Plant,99,75,18
2025-02-10,HelioGen 1000 Gas Turbine,Riverside Plant,125,50,25
2025-02-10,HelioGen 1000 Gas Turbine,Rheinland Plant,349,75,80
2025-02-10,HelioGen 2000 Gas Turbine,Riverside Plant,385,150,154
2025-02-10,HelioGen 2000 Gas Turbine,Rheinland Plant,599,150,4
2025-02-10,HelioGen 3000 Steam Turbine,Riverside Plant,326,75,130
2025-02-10,HelioGen 3000 Steam Turbine,Rheinland Plant,375,150,195
2025-02-10,FlowGuard 10 Control Valve,Riverside Plant,145,75,167
2025-02-10,FlowGuard 10 Control Valve,Rheinland Plant,503,150,176
2025-02-10,FlowGuard 25 Control Valve,Riverside Plant,526,150,185
2025-02-10,FlowGuard 25 Control Valve,Rheinland Plant,134,150,83
2025-02-10,FlowGuard 50 Safety Valve,Riverside Plant,290,100,77
2025-02-10,FlowGuard 50 Safety Valve,Rheinland Plant,151,150,60
2025-02-10,TorqueMax 15 Induction Motor,Riverside Plant,318,50,179
2025-02-10,TorqueMax 15 Induction Motor,Rheinland Plant,150,150,92
2025-02-10,TorqueMax 30 Induction Motor,Riverside Plant,78,100,139
2025-02-10,TorqueMax 30 Induction Motor,Rheinland Plant,257,150,167
2025-02-10,TorqueMax 60 Servo Motor,Riverside Plant,107,75,179
2025-02-10,TorqueMax 60 Servo Motor,Rheinland Plant,47,50,175
2025-02-10,SenseLine Temperature Sensor,Riverside Plant,480,50,123
2025-02-10,SenseLine Temperature Sensor,Rheinland Plant,500,75,171
2025-02-10,SenseLine Pressure Sensor,Riverside Plant,414,100,19
2025-02-10,SenseLine Pressure Sensor,Rheinland Plant,366,150,49
2025-02-10,SenseLine Vibration Sensor,Riverside Plant,352,150,51
2025-02-10,SenseLine Vibration Sensor,Rheinland Plant,584,50,199
2025-02-10,Pump Seal Kit,Riverside Plant,298,150,197
2025-02-10,Pump Seal Kit,Rheinland Plant,119,75,33
2025-02-10,Turbine Bearing Set,Riverside Plant,569,75,20
2025-02-10,Turbine Bearing Set,Rheinland Plant,191,150,49
2025-02-10,Pump Impeller,Riverside Plant,160,100,28
2025-02-10,Pump Impeller,Rheinland Plant,571,75,140
2025-02-10,Turbine Blade Set,Riverside Plant,410,75,125
2025-02-10,Turbine Blade Set,Rheinland Plant,153,150,149
2025-02-17,AquaFlow 100 Centrifugal Pump,Riverside Plant,408,150,101
2025-02-17,AquaFlow 100 Centrifugal Pump,Rheinland Plant,98,50,141
2025-02-17,AquaFlow 200 Centrifugal Pump,Riverside Plant,73,75,76
2025-02-17,AquaFlow 200 Centrifugal Pump,Rheinland Plant,85,150,87
2025-02-17,AquaFlow 350 Submersible Pump,Riverside Plant,78,75,4
2025-02-17,AquaFlow 350 Submersible Pump,Rheinland Plant,265,100,187
2025-02-17,AquaFlow 500 Booster Pump,Riverside Plant,267,100,134
2025-02-17,AquaFlow 500 Booster Pump,Rheinland Plant,525,100,186
2025-02-17,HelioGen 1000 Gas Turbine,Riverside Plant,96,75,154
2025-02-17,HelioGen 1000 Gas Turbine,Rheinland Plant,102,150,97
2025-02-17,HelioGen 2000 Gas Turbine,Riverside Plant,264,150,129
2025-02-17,HelioGen 2000 Gas Turbine,Rheinland Plant,339,50,185
2025-02-17,HelioGen 3000 Steam Turbine,Riverside Plant,407,50,161
2025-02-17,HelioGen 3000 Steam Turbine,Rheinland Plant,588,100,148
2025-02-17,FlowGuard 10 Control Valve,Riverside Plant,300,100,62
2025-02-17,FlowGuard 10 Control Valve,Rheinland Plant,25,75,101
2025-02-17,FlowGuard 25 Control Valve,Riverside Plant,63,150,190
2025-02-17,FlowGuard 25 Control Valve,Rheinland Plant,325,150,126
2025-02-17,FlowGuard 50 Safety Valve,Riverside Plant,160,75,15
2025-02-17,FlowGuard 50 Safety Valve,Rheinland Plant,153,50,163
2025-02-17,TorqueMax 15 Induction Motor,Riverside Plant,331,50,15
2025-02-17,TorqueMax 15 Induction Motor,Rheinland Plant,42,150,13
2025-02-17,TorqueMax 30 Induction Motor,Riverside Plant,264,100,199
2025-02-17,TorqueMax 30 Induction Motor,Rheinland Plant,59,100,54
2025-02-17,TorqueMax 60 Servo Motor,Riverside Plant,435,50,132
2025-02-17,TorqueMax 60 Servo Motor,Rheinland Plant,595,100,173
2025-02-17,SenseLine Temperature Sensor,Riverside Plant,428,75,63
2025-02-17,SenseLine Temperature Sensor,Rheinland Plant,206,50,181
2025-02-17,SenseLine Pressure Sensor,Riverside Plant,582,100,34
2025-02-17,SenseLine Pressure Sensor,Rheinland Plant,459,150,114
2025-02-17,SenseLine Vibration Sensor,Riverside Plant,39,150,80
2025-02-17,SenseLine Vibration Sensor,Rheinland Plant,418,150,28
2025-02-17,Pump Seal Kit,Riverside Plant,157,100,64
2025-02-17,Pump Seal Kit,Rheinland Plant,311,150,184
2025-02-17,Turbine Bearing Set,Riverside Plant,497,50,26
2025-02-17,Turbine Bearing Set,Rheinland Plant,202,100,194
2025-02-17,Pump Impeller,Riverside Plant,295,100,117
2025-02-17,Pump Impeller,Rheinland Plant,543,100,4
2025-02-17,Turbine Blade Set,Riverside Plant,472,150,21
2025-02-17,Turbine Blade Set,Rheinland Plant,155,150,121
2025-02-24,AquaFlow 100 Centrifugal Pump,Riverside Plant,190,50,136
2025-02-24,AquaFlow 100 Centrifugal Pump,Rheinland Plant,544,150,71
2025-02-24,AquaFlow 200 Centrifugal Pump,Riverside Plant,400,100,198
2025-02-24,AquaFlow 200 Centrifugal Pump,Rheinland Plant,169,75,79
2025-02-24,AquaFlow 350 Submersible Pump,Riverside Plant,129,75,164
2025-02-24,AquaFlow 350 Submersible Pump,Rheinland Plant,498,50,97
2025-02-24,AquaFlow 500 Booster Pump,Riverside Plant,592,150,162
2025-02-24,AquaFlow 500 Booster Pump,Rheinland Plant,275,150,12
2025-02-24,HelioGen 1000 Gas Turbine,Riverside Plant,447,150,19
2025-02-24,HelioGen 1000 Gas Turbine,Rheinland Plant,516,50,110
2025-02-24,HelioGen 2000 Gas Turbine,Riverside Plant,355,50,55
2025-02-24,HelioGen 2000 Gas Turbine,Rheinland Plant,231,150,167
2025-02-24,HelioGen 3000 Steam Turbine,Riverside Plant,355,75,45
2025-02-24,HelioGen 3000 Steam Turbine,Rheinland Plant,479,100,164
2025-02-24,FlowGuard 10 Control Valve,Riverside Plant,368,75,90
2025-02-24,FlowGuard 10 Control Valve,Rheinland Plant,126,150,113
2025-02-24,FlowGuard 25 Control Valve,Riverside Plant,66,150,152
2025-02-24,FlowGuard 25 Control Valve,Rheinland Plant,393,150,106
2025-02-24,FlowGuard 50 Safety Valve,Riverside Plant,53,100,170
2025-02-24,FlowGuard 50 Safety Valve,Rheinland Plant,467,50,114
2025-02-24,TorqueMax 15 Induction Motor,Riverside Plant,213,50,10
2025-02-24,TorqueMax 15 Induction Motor,Rheinland Plant,195,150,21
2025-02-24,TorqueMax 30 Induction Motor,Riverside Plant,320,150,112
2025-02-24,TorqueMax 30 Induction Motor,Rheinland Plant,50,100,128
2025-02-24,TorqueMax 60 Servo Motor,Riverside Plant,330,75,126
2025-02-24,TorqueMax 60 Servo Motor,Rheinland Plant,24,100,198
2025-02-24,SenseLine Temperature Sensor,Riverside Plant,59,150,22
2025-02-24,SenseLine Temperature Sensor,Rheinland Plant,145,50,174
2025-02-24,SenseLine Pressure Sensor,Riverside Plant,548,50,171
2025-02-24,SenseLine Pressure Sensor,Rheinland Plant,187,100,114
2025-02-24,SenseLine Vibration Sensor,Riverside Plant,418,150,137
2025-02-24,SenseLine Vibration Sensor,Rheinland Plant,256,100,112
2025-02-24,Pump Seal Kit,Riverside Plant,417,50,146
2025-02-24,Pump Seal Kit,Rheinland Plant,211,75,159
2025-02-24,Turbine Bearing Set,Riverside Plant,201,150,163
2025-02-24,Turbine Bearing Set,Rheinland Plant,79,150,9
2025-02-24,Pump Impeller,Riverside Plant,419,75,16
2025-02-24,Pump Impeller,Rheinland Plant,163,50,159
2025-02-24,Turbine Blade Set,Riverside Plant,259,50,146
2025-02-24,Turbine Blade Set,Rheinland Plant,347,75,76
2025-03-03,AquaFlow 100 Centrifugal Pump,Riverside Plant,461,150,151
2025-03-03,AquaFlow 100 Centrifugal Pump,Rheinland Plant,267,100,3
2025-03-03,AquaFlow 200 Centrifugal Pump,Riverside Plant,556,150,45
2025-03-03,AquaFlow 200 Centrifugal Pump,Rheinland Plant,506,50,73
2025-03-03,AquaFlow 350 Submersible Pump,Riverside Plant,553,50,129
2025-03-03,AquaFlow 350 Submersible Pump,Rheinland Plant,159,50,127
2025-03-03,AquaFlow 500 Booster Pump,Riverside Plant,221,75,140
2025-03-03,AquaFlow 500 Booster Pump,Rheinland Plant,337,75,121
2025-03-03,HelioGen 1000 Gas Turbine,Riverside Plant,11,100,179
2025-03-03,HelioGen 1000 Gas Turbine,Rheinland Plant,494,150,178
2025-03-03,HelioGen 2000 Gas Turbine,Riverside Plant,136,150,188
2025-03-03,HelioGen 2000 Gas Turbine,Rheinland Plant,343,150,176
2025-03-03,HelioGen 3000 Steam Turbine,Riverside Plant,47,50,152
2025-03-03,HelioGen 3000 Steam Turbine,Rheinland Plant,109,100,183
2025-03-03,FlowGuard 10 Control Valve,Riverside Plant,356,50,131
2025-03-03,FlowGuard 10 Control Valve,Rheinland Plant,77,75,177
2025-03-03,FlowGuard 25 Control Valve,Riverside Plant,91,150,125
2025-03-03,FlowGuard 25 Control Valve,Rheinland Plant,540,150,2
2025-03-03,FlowGuard 50 Safety Valve,Riverside Plant,544,75,99
2025-03-03,FlowGuard 50 Safety Valve,Rheinland Plant,335,50,78
2025-03-03,TorqueMax 15 Induction Motor,Riverside Plant,89,75,140
2025-03-03,TorqueMax 15 Induction Motor,Rheinland Plant,214,150,13
2025-03-03,TorqueMax 30 Induction Motor,Riverside Plant,130,100,169
2025-03-03,TorqueMax 30 Induction Motor,Rheinland Plant,288,50,161
2025-03-03,TorqueMax 60 Servo Motor,Riverside Plant,362,50,18
2025-03-03,TorqueMax 60 Servo Motor,Rheinland Plant,373,150,9
2025-03-03,SenseLine Temperature Sensor,Riverside Plant,287,150,120
2025-03-03,SenseLine Temperature Sensor,Rheinland Plant,83,50,173
2025-03-03,SenseLine Pressure Sensor,Riverside Plant,550,50,176
2025-03-03,SenseLine Pressure Sensor,Rheinland Plant,466,75,42
2025-03-03,SenseLine Vibration Sensor,Riverside Plant,577,75,137
2025-03-03,SenseLine Vibration Sensor,Rheinland Plant,511,50,174
2025-03-03,Pump Seal Kit,Riverside Plant,302,75,37
2025-03-03,Pump Seal Kit,Rheinland Plant,324,50,89
2025-03-03,Turbine Bearing Set,Riverside Plant,268,50,0
2025-03-03,Turbine Bearing Set,Rheinland Plant,289,75,101
2025-03-03,Pump Impeller,Riverside Plant,150,75,12
2025-03-03,Pump Impeller,Rheinland Plant,102,75,138
2025-03-03,Turbine Blade Set,Riverside Plant,458,50,140
2025-03-03,Turbine Blade Set,Rheinland Plant,503,75,154
2025-03-10,AquaFlow 100 Centrifugal Pump,Riverside Plant,0,75,40
2025-03-10,AquaFlow 100 Centrifugal Pump,Rheinland Plant,501,150,22
2025-03-10,AquaFlow 200 Centrifugal Pump,Riverside Plant,54,50,171
2025-03-10,AquaFlow 200 Centrifugal Pump,Rheinland Plant,11,50,11
2025-03-10,AquaFlow 350 Submersible Pump,Riverside Plant,469,100,73
2025-03-10,AquaFlow 350 Submersible Pump,Rheinland Plant,282,50,152
2025-03-10,AquaFlow 500 Booster Pump,Riverside Plant,105,75,104
2025-03-10,AquaFlow 500 Booster Pump,Rheinland Plant,200,50,197
2025-03-10,HelioGen 1000 Gas Turbine,Riverside Plant,454,150,47
2025-03-10,HelioGen 1000 Gas Turbine,Rheinland Plant,355,50,78
2025-03-10,HelioGen 2000 Gas Turbine,Riverside Plant,521,150,20
2025-03-10,HelioGen 2000 Gas Turbine,Rheinland Plant,11,50,100
2025-03-10,HelioGen 3000 Steam Turbine,Riverside Plant,249,100,76
2025-03-10,HelioGen 3000 Steam Turbine,Rheinland Plant,266,100,179
