Date,Timestamp,Year,line_name,DeviceID,product_name,Shift,Planned,Qty,Good,Scrap,Runtime,Down
2025-11-07,2025-11-07 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,HelioGen 2000 Gas Turbine,Swing,109,107,103,4,466,14
2025-11-07,2025-11-07 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,HelioGen 2000 Gas Turbine,Night,46,40,40,0,468,12
2025-11-07,2025-11-07 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,HelioGen 2000 Gas Turbine,Day,104,98,98,0,469,11
2025-11-07,2025-11-07 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,AquaFlow 500 Booster Pump,Swing,67,64,63,1,456,24
2025-11-07,2025-11-07 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,AquaFlow 500 Booster Pump,Night,53,48,48,0,475,5
2025-11-07,2025-11-07 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 25 Control Valve,Day,111,110,105,5,480,0
2025-11-07,2025-11-07 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 25 Control Valve,Swing,87,84,84,0,466,14
2025-11-07,2025-11-07 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 50 Safety Valve,Night,92,84,81,3,466,14
2025-11-07,2025-11-07 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 30 Induction Motor,Day,53,50,49,1,459,21
2025-11-07,2025-11-07 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 15 Induction Motor,Swing,95,96,94,2,479,1
2025-11-07,2025-11-07 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 30 Induction Motor,Night,77,69,69,0,458,22
2025-11-07,2025-11-07 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Pressure Sensor,Day,95,90,86,4,464,16
2025-11-07,2025-11-07 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Pressure Sensor,Swing,80,71,69,2,458,22
2025-11-07,2025-11-07 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Pressure Sensor,Night,112,98,96,2,459,21
2025-11-07,2025-11-07 00:00:00,2025,Line D2 - Final Test,test-001,Turbine Bearing Set,Day,49,45,44,1,479,1
2025-11-07,2025-11-07 00:00:00,2025,Line D2 - Final Test,test-001,Turbine Bearing Set,Swing,47,41,40,1,471,9
2025-11-07,2025-11-07 00:00:00,2025,Line D2 - Final Test,test-001,Turbine Blade Set,Night,109,107,103,4,480,0
2025-11-08,2025-11-08 00:00:00,2025,Line A1 - Pump Assembly,pump-001,AquaFlow 100 Centrifugal Pump,Day,42,38,38,0,460,20
2025-11-08,2025-11-08 00:00:00,2025,Line A1 - Pump Assembly,pump-001,AquaFlow 200 Centrifugal Pump,Swing,75,74,73,1,472,8
2025-11-08,2025-11-08 00:00:00,2025,Line A1 - Pump Assembly,pump-001,HelioGen 2000 Gas Turbine,Night,114,101,99,2,475,5
2025-11-08,2025-11-08 00:00:00,2025,Line B1 - Pump Assembly,pump-002,AquaFlow 100 Centrifugal Pump,Day,53,50,49,1,470,10
2025-11-08,2025-11-08 00:00:00,2025,Line B1 - Pump Assembly,pump-002,HelioGen 3000 Steam Turbine,Swing,58,52,51,1,462,18
2025-11-08,2025-11-08 00:00:00,2025,Line B1 - Pump Assembly,pump-002,AquaFlow 100 Centrifugal Pump,Night,62,62,62,0,477,3
2025-11-08,2025-11-08 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,HelioGen 1000 Gas Turbine,Day,97,93,91,2,472,8
2025-11-08,2025-11-08 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,AquaFlow 350 Submersible Pump,Swing,41,36,36,0,457,23
2025-11-08,2025-11-08 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,AquaFlow 100 Centrifugal Pump,Night,72,69,68,1,480,0
2025-11-08,2025-11-08 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,HelioGen 3000 Steam Turbine,Day,73,67,65,2,480,0
2025-11-08,2025-11-08 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,HelioGen 1000 Gas Turbine,Swing,104,93,93,0,470,10
2025-11-08,2025-11-08 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,HelioGen 2000 Gas Turbine,Night,65,62,60,2,473,7
2025-11-08,2025-11-08 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 25 Control Valve,Day,101,92,91,1,469,11
2025-11-08,2025-11-08 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 50 Safety Valve,Swing,56,51,50,1,473,7
2025-11-08,2025-11-08 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 10 Control Valve,Night,43,40,40,0,457,23
2025-11-08,2025-11-08 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 15 Induction Motor,Day,79,70,67,3,472,8
2025-11-08,2025-11-08 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 60 Servo Motor,Swing,81,75,71,4,462,18
2025-11-08,2025-11-08 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 60 Servo Motor,Night,99,92,88,4,476,4
2025-11-08,2025-11-08 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Pressure Sensor,Day,98,88,86,2,475,5
2025-11-08,2025-11-08 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Vibration Sensor,Swing,85,77,75,2,474,6
2025-11-08,2025-11-08 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Temperature Sensor,Night,50,44,42,2,460,20
2025-11-08,2025-11-08 00:00:00,2025,Line D2 - Final Test,test-001,Pump Impeller,Day,73,70,69,1,460,20
2025-11-08,2025-11-08 00:00:00,2025,Line D2 - Final Test,test-001,Pump Impeller,Swing,85,80,77,3,466,14
2025-11-08,2025-11-08 00:00:00,2025,Line D2 - Final Test,test-001,Pump Seal Kit,Night,41,39,38,1,468,12
2025-11-10,2025-11-10 00:00:00,2025,Line A1 - Pump Assembly,pump-001,AquaFlow 200 Centrifugal Pump,Day,76,68,65,3,462,18
2025-11-10,2025-11-10 00:00:00,2025,Line A1 - Pump Assembly,pump-001,HelioGen 1000 Gas Turbine,Swing,108,103,102,1,478,2
2025-11-10,2025-11-10 00:00:00,2025,Line A1 - Pump Assembly,pump-001,HelioGen 2000 Gas Turbine,Night,73,68,65,3,473,7
2025-11-10,2025-11-10 00:00:00,2025,Line B1 - Pump Assembly,pump-002,AquaFlow 100 Centrifugal Pump,Day,79,75,75,0,456,24
2025-11-10,2025-11-10 00:00:00,2025,Line B1 - Pump Assembly,pump-002,AquaFlow 100 Centrifugal Pump,Swing,113,103,98,5,470,10
2025-11-10,2025-11-10 00:00:00,2025,Line B1 - Pump Assembly,pump-002,HelioGen 1000 Gas Turbine,Night,86,85,82,3,480,0
2025-11-10,2025-11-10 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,AquaFlow 100 Centrifugal Pump,Day,118,110,105,5,480,0
2025-11-10,2025-11-10 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,AquaFlow 100 Centrifugal Pump,Swing,94,86,85,1,470,10
2025-11-10,2025-11-10 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,HelioGen 3000 Steam Turbine,Night,88,83,79,4,464,16
2025-11-10,2025-11-10 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,AquaFlow 100 Centrifugal Pump,Day,108,100,96,4,456,24
2025-11-10,2025-11-10 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,AquaFlow 200 Centrifugal Pump,Swing,56,52,49,3,477,3
2025-11-10,2025-11-10 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,AquaFlow 500 Booster Pump,Night,97,90,88,2,476,4
2025-11-10,2025-11-10 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 50 Safety Valve,Day,47,44,42,2,463,17
2025-11-10,2025-11-10 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 25 Control Valve,Swing,112,109,107,2,476,4
2025-11-10,2025-11-10 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 50 Safety Valve,Night,104,97,95,2,461,19
2025-11-10,2025-11-10 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 60 Servo Motor,Day,116,113,108,5,461,19
2025-11-10,2025-11-10 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 15 Induction Motor,Swing,118,113,110,3,466,14
2025-11-10,2025-11-10 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 60 Servo Motor,Night,70,66,66,0,464,16
2025-11-10,2025-11-10 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Vibration Sensor,Day,71,70,69,1,469,11
2025-11-10,2025-11-10 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Pressure Sensor,Swing,105,101,97,4,465,15
2025-11-10,2025-11-10 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Vibration Sensor,Night,104,98,94,4,468,12
2025-11-10,2025-11-10 00:00:00,2025,Line D2 - Final Test,test-001,Pump Seal Kit,Day,71,64,61,3,460,20
2025-11-10,2025-11-10 00:00:00,2025,Line D2 - Final Test,test-001,Pump Seal Kit,Swing,115,110,108,2,472,8
2025-11-10,2025-11-10 00:00:00,2025,Line D2 - Final Test,test-001,Turbine Bearing Set,Night,95,85,82,3,465,15
2025-11-11,2025-11-11 00:00:00,2025,Line A1 - Pump Assembly,pump-001,AquaFlow 350 Submersible Pump,Day,80,73,69,4,473,7
2025-11-11,2025-11-11 00:00:00,2025,Line A1 - Pump Assembly,pump-001,AquaFlow 200 Centrifugal Pump,Swing,90,88,83,5,468,12
2025-11-11,2025-11-11 00:00:00,2025,Line A1 - Pump Assembly,pump-001,AquaFlow 350 Submersible Pump,Night,106,97,93,4,456,24
2025-11-11,2025-11-11 00:00:00,2025,Line B1 - Pump Assembly,pump-002,AquaFlow 100 Centrifugal Pump,Day,60,59,58,1,472,8
2025-11-11,2025-11-11 00:00:00,2025,Line B1 - Pump Assembly,pump-002,HelioGen 1000 Gas Turbine,Swing,115,109,108,1,456,24
2025-11-11,2025-11-11 00:00:00,2025,Line B1 - Pump Assembly,pump-002,AquaFlow 200 Centrifugal Pump,Night,46,41,40,1,459,21
2025-11-11,2025-11-11 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,AquaFlow 500 Booster Pump,Day,83,80,78,2,465,15
2025-11-11,2025-11-11 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,HelioGen 3000 Steam Turbine,Swing,84,77,77,0,470,10
2025-11-11,2025-11-11 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,AquaFlow 200 Centrifugal Pump,Night,88,83,80,3,471,9
2025-11-11,2025-11-11 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,AquaFlow 500 Booster Pump,Day,95,88,84,4,459,21
2025-11-11,2025-11-11 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,AquaFlow 100 Centrifugal Pump,Swing,49,46,46,0,468,12
2025-11-11,2025-11-11 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,HelioGen 3000 Steam Turbine,Night,83,72,70,2,467,13
2025-11-11,2025-11-11 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 50 Safety Valve,Day,58,55,55,0,465,15
2025-11-11,2025-11-11 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 50 Safety Valve,Swing,78,69,68,1,458,22
2025-11-11,2025-11-11 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 10 Control Valve,Night,106,95,91,4,478,2
2025-11-11,2025-11-11 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 30 Induction Motor,Day,71,65,64,1,480,0
2025-11-11,2025-11-11 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 60 Servo Motor,Swing,45,40,40,0,466,14
2025-11-11,2025-11-11 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 60 Servo Motor,Night,53,50,49,1,456,24
2025-11-11,2025-11-11 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Temperature Sensor,Day,46,43,43,0,479,1
2025-11-11,2025-11-11 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Temperature Sensor,Swing,73,71,70,1,468,12
2025-11-11,2025-11-11 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Temperature Sensor,Night,56,52,50,2,459,21
2025-11-11,2025-11-11 00:00:00,2025,Line D2 - Final Test,test-001,Pump Impeller,Day,84,75,75,0,479,1
2025-11-11,2025-11-11 00:00:00,2025,Line D2 - Final Test,test-001,Pump Seal Kit,Swing,89,87,83,4,463,17
2025-11-11,2025-11-11 00:00:00,2025,Line D2 - Final Test,test-001,Pump Seal Kit,Night,79,77,75,2,477,3
2025-11-12,2025-11-12 00:00:00,2025,Line A1 - Pump Assembly,pump-001,AquaFlow 200 Centrifugal Pump,Day,63,59,58,1,469,11
2025-11-12,2025-11-12 00:00:00,2025,Line A1 - Pump Assembly,pump-001,AquaFlow 200 Centrifugal Pump,Swing,48,43,42,1,469,11
2025-11-12,2025-11-12 00:00:00,2025,Line A1 - Pump Assembly,pump-001,AquaFlow 100 Centrifugal Pump,Night,57,49,48,1,457,23
2025-11-12,2025-11-12 00:00:00,2025,Line B1 - Pump Assembly,pump-002,AquaFlow 350 Submersible Pump,Day,93,90,90,0,480,0
2025-11-12,2025-11-12 00:00:00,2025,Line B1 - Pump Assembly,pump-002,AquaFlow 200 Centrifugal Pump,Swing,52,50,49,1,475,5
2025-11-12,2025-11-12 00:00:00,2025,Line B1 - Pump Assembly,pump-002,AquaFlow 200 Centrifugal Pump,Night,76,67,66,1,469,11
2025-11-12,2025-11-12 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,AquaFlow 350 Submersible Pump,Day,92,90,86,4,473,7
2025-11-12,2025-11-12 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,AquaFlow 350 Submersible Pump,Swing,72,63,63,0,457,23
2025-11-12,2025-11-12 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,AquaFlow 100 Centrifugal Pump,Night,44,42,40,2,467,13
2025-11-12,2025-11-12 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,AquaFlow 200 Centrifugal Pump,Day,91,81,79,2,469,11
2025-11-12,2025-11-12 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,HelioGen 3000 Steam Turbine,Swing,98,86,83,3,471,9
2025-11-12,2025-11-12 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,AquaFlow 500 Booster Pump,Night,95,86,82,4,473,7
2025-11-12,2025-11-12 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 25 Control Valve,Day,46,44,44,0,463,17
2025-11-12,2025-11-12 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 50 Safety Valve,Swing,53,47,47,0,456,24
2025-11-12,2025-11-12 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 50 Safety Valve,Night,67,61,61,0,464,16
2025-11-12,2025-11-12 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 15 Induction Motor,Day,117,113,108,5,470,10
2025-11-12,2025-11-12 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 60 Servo Motor,Swing,91,91,86,5,478,2
2025-11-12,2025-11-12 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 30 Induction Motor,Night,57,54,53,1,475,5
2025-11-12,2025-11-12 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Temperature Sensor,Day,75,72,71,1,477,3
2025-11-12,2025-11-12 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Temperature Sensor,Swing,91,82,79,3,475,5
2025-11-12,2025-11-12 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Vibration Sensor,Night,113,102,100,2,459,21
2025-11-12,2025-11-12 00:00:00,2025,Line D2 - Final Test,test-001,Pump Seal Kit,Day,70,65,62,3,468,12
2025-11-12,2025-11-12 00:00:00,2025,Line D2 - Final Test,test-001,Turbine Bearing Set,Swing,94,91,91,0,463,17
2025-11-12,2025-11-12 00:00:00,2025,Line D2 - Final Test,test-001,Pump Seal Kit,Night,99,100,99,1,480,0
2025-11-13,2025-11-13 00:00:00,2025,Line A1 - Pump Assembly,pump-001,AquaFlow 350 Submersible Pump,Day,63,56,56,0,468,12
2025-11-13,2025-11-13 00:00:00,2025,Line A1 - Pump Assembly,pump-001,AquaFlow 200 Centrifugal Pump,Swing,98,88,86,2,470,10
2025-11-13,2025-11-13 00:00:00,2025,Line A1 - Pump Assembly,pump-001,HelioGen 3000 Steam Turbine,Night,50,50,50,0,478,2
2025-11-13,2025-11-13 00:00:00,2025,Line B1 - Pump Assembly,pump-002,AquaFlow 500 Booster Pump,Day,69,64,64,0,467,13
2025-11-13,2025-11-13 00:00:00,2025,Line B1 - Pump Assembly,pump-002,AquaFlow 100 Centrifugal Pump,Swing,80,77,74,3,478,2
2025-11-13,2025-11-13 00:00:00,2025,Line B1 - Pump Assembly,pump-002,HelioGen 3000 Steam Turbine,Night,82,80,79,1,463,17
2025-11-13,2025-11-13 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,AquaFlow 100 Centrifugal Pump,Day,42,39,39,0,480,0
2025-11-13,2025-11-13 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,HelioGen 2000 Gas Turbine,Swing,100,91,91,0,478,2
2025-11-13,2025-11-13 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,HelioGen 1000 Gas Turbine,Night,106,100,99,1,476,4
2025-11-13,2025-11-13 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,AquaFlow 350 Submersible Pump,Day,77,66,63,3,461,19
2025-11-13,2025-11-13 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,AquaFlow 350 Submersible Pump,Swing,114,104,101,3,476,4
2025-11-13,2025-11-13 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,HelioGen 3000 Steam Turbine,Night,79,71,70,1,479,1
2025-11-13,2025-11-13 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 50 Safety Valve,Day,109,105,103,2,467,13
2025-11-13,2025-11-13 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 50 Safety Valve,Swing,93,89,84,5,469,11
2025-11-13,2025-11-13 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 50 Safety Valve,Night,81,79,78,1,479,1
2025-11-13,2025-11-13 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 15 Induction Motor,Day,94,83,79,4,470,10
2025-11-13,2025-11-13 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 60 Servo Motor,Swing,65,64,62,2,480,0
2025-11-13,2025-11-13 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 60 Servo Motor,Night,84,78,77,1,464,16
2025-11-13,2025-11-13 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Temperature Sensor,Day,101,89,86,3,460,20
2025-11-13,2025-11-13 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Vibration Sensor,Swing,104,96,95,1,466,14
2025-11-13,2025-11-13 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Temperature Sensor,Night,83,74,71,3,474,6
2025-11-13,2025-11-13 00:00:00,2025,Line D2 - Final Test,test-001,Pump Impeller,Day,92,87,84,3,464,16
2025-11-13,2025-11-13 00:00:00,2025,Line D2 - Final Test,test-001,Pump Impeller,Swing,80,80,76,4,473,7
2025-11-13,2025-11-13 00:00:00,2025,Line D2 - Final Test,test-001,Turbine Bearing Set,Night,110,101,101,0,475,5
2025-11-14,2025-11-14 00:00:00,2025,Line A1 - Pump Assembly,pump-001,AquaFlow 350 Submersible Pump,Day,117,103,102,1,459,21
2025-11-14,2025-11-14 00:00:00,2025,Line A1 - Pump Assembly,pump-001,AquaFlow 350 Submersible Pump,Swing,69,63,63,0,457,23
2025-11-14,2025-11-14 00:00:00,2025,Line A1 - Pump Assembly,pump-001,AquaFlow 100 Centrifugal Pump,Night,109,96,91,5,467,13
2025-11-14,2025-11-14 00:00:00,2025,Line B1 - Pump Assembly,pump-002,HelioGen 3000 Steam Turbine,Day,42,37,36,1,460,20
2025-11-14,2025-11-14 00:00:00,2025,Line B1 - Pump Assembly,pump-002,HelioGen 1000 Gas Turbine,Swing,41,26,26,0,324,156
2025-11-14,2025-11-14 00:00:00,2025,Line B1 - Pump Assembly,pump-002,HelioGen 3000 Steam Turbine,Night,78,46,44,2,296,184
2025-11-14,2025-11-14 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,HelioGen 2000 Gas Turbine,Day,45,44,44,0,470,10
2025-11-14,2025-11-14 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,AquaFlow 200 Centrifugal Pump,Swing,118,113,112,1,472,8
2025-11-14,2025-11-14 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,AquaFlow 100 Centrifugal Pump,Night,53,49,47,2,461,19
2025-11-14,2025-11-14 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,AquaFlow 100 Centrifugal Pump,Day,70,66,65,1,468,12
2025-11-14,2025-11-14 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,AquaFlow 100 Centrifugal Pump,Swing,65,59,59,0,469,11
2025-11-14,2025-11-14 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,AquaFlow 500 Booster Pump,Night,70,67,66,1,479,1
2025-11-14,2025-11-14 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 25 Control Valve,Day,82,78,75,3,477,3
2025-11-14,2025-11-14 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 25 Control Valve,Swing,103,96,95,1,459,21
2025-11-14,2025-11-14 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 25 Control Valve,Night,49,44,44,0,476,4
2025-11-14,2025-11-14 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 15 Induction Motor,Day,103,104,104,0,477,3
2025-11-14,2025-11-14 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 30 Induction Motor,Swing,109,96,92,4,466,14
2025-11-14,2025-11-14 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 15 Induction Motor,Night,87,79,76,3,475,5
2025-11-14,2025-11-14 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Temperature Sensor,Day,80,74,72,2,467,13
2025-11-14,2025-11-14 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Pressure Sensor,Swing,66,64,64,0,471,9
2025-11-14,2025-11-14 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Temperature Sensor,Night,43,41,41,0,478,2
2025-11-14,2025-11-14 00:00:00,2025,Line D2 - Final Test,test-001,Turbine Blade Set,Day,103,93,93,0,471,9
2025-11-14,2025-11-14 00:00:00,2025,Line D2 - Final Test,test-001,Turbine Bearing Set,Swing,86,80,80,0,472,8
2025-11-14,2025-11-14 00:00:00,2025,Line D2 - Final Test,test-001,Pump Impeller,Night,84,74,74,0,473,7
2025-11-15,2025-11-15 00:00:00,2025,Line A1 - Pump Assembly,pump-001,HelioGen 3000 Steam Turbine,Day,67,64,63,1,461,19
2025-11-15,2025-11-15 00:00:00,2025,Line A1 - Pump Assembly,pump-001,AquaFlow 100 Centrifugal Pump,Swing,111,103,101,2,471,9
2025-11-15,2025-11-15 00:00:00,2025,Line A1 - Pump Assembly,pump-001,AquaFlow 350 Submersible Pump,Night,45,40,39,1,477,3
2025-11-15,2025-11-15 00:00:00,2025,Line B1 - Pump Assembly,pump-002,AquaFlow 200 Centrifugal Pump,Day,111,95,94,1,456,24
2025-11-15,2025-11-15 00:00:00,2025,Line B1 - Pump Assembly,pump-002,AquaFlow 100 Centrifugal Pump,Swing,77,74,70,4,470,10
2025-11-15,2025-11-15 00:00:00,2025,Line B1 - Pump Assembly,pump-002,AquaFlow 350 Submersible Pump,Night,110,102,102,0,456,24
2025-11-15,2025-11-15 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,AquaFlow 350 Submersible Pump,Day,81,71,70,1,460,20
2025-11-15,2025-11-15 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,HelioGen 2000 Gas Turbine,Swing,101,92,88,4,457,23
2025-11-15,2025-11-15 00:00:00,2025,Line C1 - Turbine Assembly,turbine-001,HelioGen 2000 Gas Turbine,Night,86,81,81,0,476,4
2025-11-15,2025-11-15 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,AquaFlow 350 Submersible Pump,Day,47,45,44,1,458,22
2025-11-15,2025-11-15 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,HelioGen 3000 Steam Turbine,Swing,108,101,96,5,466,14
2025-11-15,2025-11-15 00:00:00,2025,Line D1 - Turbine Assembly,turbine-002,HelioGen 3000 Steam Turbine,Night,59,56,54,2,467,13
2025-11-15,2025-11-15 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 25 Control Valve,Day,54,52,52,0,464,16
2025-11-15,2025-11-15 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 10 Control Valve,Swing,90,86,85,1,458,22
2025-11-15,2025-11-15 00:00:00,2025,Line A2 - Valve Machining,mill-001,FlowGuard 25 Control Valve,Night,102,92,91,1,475,5
2025-11-15,2025-11-15 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 60 Servo Motor,Day,104,94,91,3,475,5
2025-11-15,2025-11-15 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 30 Induction Motor,Swing,74,68,67,1,476,4
2025-11-15,2025-11-15 00:00:00,2025,Line B2 - Motor Winding,winder-001,TorqueMax 30 Induction Motor,Night,110,107,104,3,460,20
2025-11-15,2025-11-15 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Vibration Sensor,Day,97,87,83,4,461,19
2025-11-15,2025-11-15 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Vibration Sensor,Swing,109,109,105,4,476,4
2025-11-15,2025-11-15 00:00:00,2025,Line C2 - Sensor Calibration,calib-001,SenseLine Temperature Sensor,Night,102,89,89,0,468,12
2025-11-15,2025-11-15 00:00:00,2025,Line D2 - Final Test,test-001,Pump Seal Kit,Day,48,46,45,1,477,3
2025-11-15,2025-11-15 00:00:00,2025,Line D2 - Final Test,test-001,Turbine Bearing Set,Swing,88,84,80,4,466,14
2025-11-15,2025-11-15 00:00:00,2025,Line D2 - Final Test,test-001,Turbine Bearing Set,Night,51,48,46,2,472,8
2025-11-17,2025-11-17 00:00:00,2025,Line A1 - Pump Assembly,pump-001,AquaFlow 100 Centrifugal Pump,Day,69,44,42,2,323,157
2025-11-17,2025-11-17 00:00:00,2025,Line A1 - Pump Assembly,pump-001,HelioGen 1000 Gas Turbine,Swing,64,57,56,1,465,15
2025-11-17,2025-11-17 00:00:00,2025,Line A1 - Pump Assembly,pump-001,AquaFlow 100 Centrifugal Pump,Night,81,73,73,0,460,20
2025-11-17,2025-11-17 00:00:00,2025,Line B1 - Pump Assembly,pump-002,AquaFlow 350 Submersible Pump,Day,88,80,76,4,478,2
2025-11-17,2025-11-17 00:00:00,2025,Line B1 - Pump Assembly,pump-002,HelioGen 1000 Gas Turbine,Swing,102,91,90,1,471,9
2025-11-17,2025-11-17 00:00:00,2025,Line B1 - Pump Assembly,pump-002,AquaFlow 200 Centrifugal Pump,Night,68,59,59,0,467,13
